LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
1521,bza,Bandi,Bandi,"Bandi, Bandi",NA,NA,NA,West Mande,Mande,NA,Mande,-10.25,8.08,African Savannah,Africa
1522,gbd,Karadjeri,Karadjeri,"Karadjeri, Karadjeri",NA,NA,NA,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,122,-19,N Australia,Australia
1523,gbi,Galela,Galela,"Galela, Galela",NA,NA,NA,North Halmaheran,West Papuan,NA,West Papuan,128.33,2.42,Oceania,NG and Oceania
1524,gbj,Gadaba,"Gadba,Gadaba","Gadaba, Gadba,Gadaba",NA,NA,NA,Munda,Austroasiatic,NA,Austroasiatic,83.67,19,Indic,S/SE Asia
1526,gby,Gwari,Gwari,"Gwari, Gwari",NA,NA,NA,Nupoid,Benue-Congo,NA,Benue-Congo,7,9.5,African Savannah,Africa
1527,gcc,Mali,"Mali, Gaktai","Mali, Mali, Gaktai",NA,NA,NA,NA,East New Britain,Baining-Taulil,"East New Britain, Baining-Taulil",152.25,-4.83,N Coast New Guinea,NG and Oceania
1528,gde,Gude,Gude,"Gude, Gude",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,13.42,10.42,African Savannah,Africa
1529,gdf,Guduf,Guduf,"Guduf, Guduf",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,13.8,11.23,African Savannah,Africa
1530,gdm,Laal,Laal,"Laal, Laal",NA,NA,NA,NA,Laal,NA,Laal,17.67,10,African Savannah,Africa
1531,gdo,Godoberi,Godoberi,"Godoberi, Godoberi",NA,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.11,42.63,Greater Mesopotamia,W and SW Eurasia
1532,geb,Kire,Kire,"Kire, Kire",NA,NA,Mikarew-Kire (MK),Lower Ramu,Lower Sepik - Ramu,NA,Lower Sepik - Ramu,144.75,-4.25,N Coast New Guinea,NG and Oceania
1533,ged,Gade,Gade,"Gade, Gade",NA,NA,NA,Nupoid,Benue-Congo,NA,Benue-Congo,7.42,8.67,African Savannah,Africa
1534,gey,Enya,Enya,"Enya, Enya",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,26.75,-4.75,S Africa,Africa
1535,gfk,Patpatar,Patpatar,"Patpatar, Patpatar",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,152.5,-3.77,N Coast New Guinea,NG and Oceania
1536,gge,Gurr-goni,"Guragone,Gurr-goni","Gurr-goni, Guragone,Gurr-goni",NA,NA,NA,NA,Burraran,NA,Burraran,134.42,-12.25,N Australia,Australia
1537,ggo; gno,Gondi,Gondi,"Gondi, Gondi",NA,NA,South Dravidian II (”South-Central”),South Dravidian,Dravidian,NA,Dravidian,81,19,Indic,S/SE Asia
1538,kzh,Nubian (Hill),Nubian (Hill),"Nubian (Hill), Nubian (Hill)",NA,NA,NA,NA,Nubian,NA,Nubian,31,12,African Savannah,Africa
1539,ghs,Guhu-Samane,Guhu-Samane,"Guhu-Samane, Guhu-Samane",NA,NA,NA,Guhu-Samane,Greater Binanderean,NA,Greater Binanderean,147.33,-8,S New Guinea,NG and Oceania
1540,gia,Kitja,"Kitja, Gidja, Kidja, Kija","Kitja, Kitja, Gidja, Kidja, Kija",NA,NA,NA,NA,Djerragan,"Djeragan, Djerragan","Djerragan, Djeragan, Djerragan",127.75,-17.5,N Australia,Australia
1541,gid,Gidar,Gidar,"Gidar, Gidar",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,14,10,African Savannah,Africa
1542,gin,Hinuq,"Hinukh, Hinux, Ginux, Hinuq","Hinuq, Hinukh, Hinux, Ginux, Hinuq",NA,NA,Tsezic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",45.99,42.18,Greater Mesopotamia,W and SW Eurasia
1543,gis; giz,Giziga,Giziga,"Giziga, Giziga",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,14.17,10.33,African Savannah,Africa
1544,guj,Gujarati,Gujarati,"Gujarati, Gujarati",NA,Southwestern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,72,23,Indic,S/SE Asia
1545,gju,Gojri,Gojri,"Gojri, Gojri",NA,NA,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,76.25,32.75,Indic,S/SE Asia
1546,gkn,Gokana,Gokana,"Gokana, Gokana",NA,NA,NA,Cross River,Benue-Congo,NA,Benue-Congo,7.33,4.58,African Savannah,Africa
1547,dhg,Gaalpu,"Gaalpu, Dangu, Dhangu’mi, Djangu","Gaalpu, Gaalpu, Dangu, Dhangu’mi, Djangu",NA,NA,NA,Yolngu,Pama-Nyungan,NA,Pama-Nyungan,136.75,-12.67,N Australia,Australia
1548,glj,Gula Iro,Gula Iro,"Gula Iro, Gula Iro",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,19.42,10.25,African Savannah,Africa
1549,glk,Gilaki,Gilaki,"Gilaki, Gilaki",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,50,37.33,Greater Mesopotamia,W and SW Eurasia
1550,glg,Galician,Galician,"Galician, Galician",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,-8,43,Europe,W and SW Eurasia
1551,glu,Gula (Central African Republic),Gula (Central African Republic),"Gula (Central African Republic), Gula (Central African Republic)",NA,NA,NA,NA,Bongo-Bagirmi,NA,Bongo-Bagirmi,22.5,9.5,African Savannah,Africa
1552,gnn,Gumatj,"Gomadj, Gumait, Gumaj, Gumatj","Gumatj, Gomadj, Gumait, Gumaj, Gumatj",NA,NA,NA,Yolngu,Pama-Nyungan,NA,Pama-Nyungan,135.5,-12.5,N Australia,Australia
1553,gnr,Gureng Gureng,Gureng Gureng,"Gureng Gureng, Gureng Gureng",NA,NA,NA,Waka-Kabic,Pama-Nyungan,NA,Pama-Nyungan,151,-25.25,S Australia,Australia
1554,goa,Guro,Guro,"Guro, Guro",NA,NA,NA,East Mande,Mande,NA,Mande,-6,7,African Savannah,Africa
1555,gob,Playero,Playero,"Playero, Playero",NA,NA,NA,NA,Guahiboan,Guahiban,"Guahiboan, Guahiban",-71,7,NE South America,S America
1556,god,Godié,"Godie,Godié","Godié, Godie,Godié",NA,NA,NA,East Kru,Kru,NA,Kru,-5.83,5.42,African Savannah,Africa
1557,ggw,Gogodala,Gogodala,"Gogodala, Gogodala",NA,NA,NA,NA,Suki-Gogodala,NA,Suki-Gogodala,142.83,-8.08,S New Guinea,NG and Oceania
1558,gol,Gola,Gola,"Gola, Gola",NA,NA,NA,NA,South Atlantic,NA,South Atlantic,-10.83,7.25,African Savannah,Africa
1559,cme,Kirma,Kirma,"Kirma, Kirma",NA,NA,NA,South Gur,Gur,Voltaic,"Gur, Voltaic",-4.83,10.25,African Savannah,Africa
1560,gow,Gorowa,Gorowa,"Gorowa, Gorowa",NA,NA,NA,Southern Cushitic,Cushitic,NA,Cushitic,36.5,-4.5,S Africa,Africa
1561,gor,Gorontalo,Gorontalo,"Gorontalo, Gorontalo",NA,Gorontalo-Mongondic,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,122,0.5,Oceania,NG and Oceania
1562,gru,Soddo,Soddo,"Soddo, Soddo",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,38.5,8.5,Greater Abyssinia,Africa
1563,gsg,Sign Language German,"Deutsche Gebärdensprache,Sign Language German","Sign Language German, Deutsche Gebärdensprache,Sign Language German",NA,NA,NA,NA,Sign Language German,NA,Sign Language German,11,52,Europe,W and SW Eurasia
1564,gss,Sign Language Greek,Sign Language Greek,"Sign Language Greek, Sign Language Greek",NA,NA,NA,NA,Sign Language Greek,NA,Sign Language Greek,22,38.5,Europe,W and SW Eurasia
1565,gta,Guató,"Guato,Guató","Guató, Guato,Guató",NA,NA,NA,NA,Guató,NA,Guató,-58,-17,NE South America,S America
1566,gub,Guajajara,Guajajara,"Guajajara, Guajajara",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-46,-5,NE South America,S America
1567,gue,Gurindji,Gurindji,"Gurindji, Gurindji",NA,NA,Ngumbin,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,130.67,-17.67,N Australia,Australia
1568,guh,Guahibo,Guahibo,"Guahibo, Guahibo",NA,NA,NA,NA,Guahiboan,Guahiban,"Guahiboan, Guahiban",-69,5,NE South America,S America
1569,gui,Chiriguano,Chiriguano,"Chiriguano, Chiriguano",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-64.33,-23.67,SE South America,S America
1570,gum,Guambiano,Guambiano,"Guambiano, Guambiano",NA,NA,NA,NA,Barbacoan,NA,Barbacoan,-76.67,2.5,Andean,S America
1571,guo,Guayabero,Guayabero,"Guayabero, Guayabero",NA,NA,NA,NA,Guahiboan,Guahiban,"Guahiboan, Guahiban",-72,2.83,NE South America,S America
1572,guq,Aché,"Guayakí , Guayaki,Aché","Aché, Guayakí , Guayaki,Aché",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-55.17,-25.25,SE South America,S America
1573,gur,Gurenne,Gurenne,"Gurenne, Gurenne",NA,NA,NA,North Gur,Gur,Voltaic,"Gur, Voltaic",-0.92,10.83,African Savannah,Africa
1574,gux,Gurma,Gurma,"Gurma, Gurma",NA,NA,NA,North Gur,Gur,Voltaic,"Gur, Voltaic",1,12.25,African Savannah,Africa
1575,guz,Gusii,Gusii,"Gusii, Gusii",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,34.83,-0.75,S Africa,Africa
1576,gva,Guana,"Guana, Guaná, Cashquiha, Kaskiha, Enlhet","Guana, Guana, Guaná, Cashquiha, Kaskiha, Enlhet",NA,NA,NA,NA,Mascoyan,NA,Mascoyan,-58,-22,SE South America,S America
1577,gvc,Guanano,"Guanano, Anana, Kótedia, Kótirya, Uanana, Wanâna, Wanano, Kotirya","Guanano, Guanano, Anana, Kótedia, Kótirya, Uanana, Wanâna, Wanano, Kotirya",NA,NA,NA,NA,Tucánoan,NA,Tucánoan,-69.5,0.83,NE South America,S America
1578,gvf,Golin,Golin,"Golin, Golin",NA,NA,NA,Chimbu,Chimbu-Wahgi,NA,Chimbu-Wahgi,144.75,-6.33,Interior New Guinea,NG and Oceania
1579,gvn,Kuku-Yalanji,Kuku-Yalanji,"Kuku-Yalanji, Kuku-Yalanji",NA,NA,Northern Pama,Paman,Pama-Nyungan,NA,Pama-Nyungan,145,-16,N Australia,Australia
1580,gvo,Gavião,"Gavião, Digüt, Gavião do Rondônia, Ikõro","Gavião, Gavião, Digüt, Gavião do Rondônia, Ikõro",NA,NA,NA,NA,Tupian,NA,Tupian,-62,-10.67,NE South America,S America
1581,gvs,Gumawana,"Gumawana, Gumasi","Gumawana, Gumawana, Gumasi",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,150.83,-9.25,S New Guinea,NG and Oceania
1582,gwc,Kalami,Kalami,"Kalami, Kalami",NA,Dardic (Northwestern Indo-Aryan),Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,72.5,35.5,Indic,S/SE Asia
1583,gwd,Dullay (Gollango),Dullay (Gollango),"Dullay (Gollango), Dullay (Gollango)",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,37.25,5.5,Greater Abyssinia,Africa
1584,gww,Gunin,"Gunin, Kwini, Cuini, Gunin, Gwiini, Gwini, Kunan, Wunambal","Gunin, Gunin, Kwini, Cuini, Gunin, Gwiini, Gwini, Kunan, Wunambal",NA,NA,NA,NA,Worrorran,NA,Worrorran,126.67,-14.25,N Australia,Australia
1585,gxx; wec,Guere,Guere,"Guere, Guere",NA,NA,NA,West Kru,Kru,NA,Kru,-7.75,6.67,African Savannah,Africa
1586,gya,Gbaya Kara,"Gbaya Kara, Gbaya, Gbaya Nord-Ouest","Gbaya Kara, Gbaya Kara, Gbaya, Gbaya Nord-Ouest",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,15,6,African Savannah,Africa
1587,gyb,Garus,Garus,"Garus, Garus",NA,NA,Mabuso,Croisilles,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.67,-4.95,N Coast New Guinea,NG and Oceania
1588,gay,Gayo,Gayo,"Gayo, Gayo",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,97.5,4.5,Southeast Asia,S/SE Asia
1589,gyy,Gunya,Gunya,"Gunya, Gunya",NA,NA,NA,Maric,Pama-Nyungan,NA,Pama-Nyungan,146.5,-26.5,S Australia,Australia
1590,hac,Hawrami,Hawrami,"Hawrami, Hawrami",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,45.5,35.75,Greater Mesopotamia,W and SW Eurasia
1592,hdn,Haida (Northern),"Haida (Northern), Masset Haida","Haida (Northern), Haida (Northern), Masset Haida",NA,NA,NA,NA,Haida,NA,Haida,-132.5,54,Alaska-Oregon,W N America
1593,hak,Hakka,Hakka,"Hakka, Hakka",NA,NA,Central Sinitic,Sinitic,Sino-Tibetan,NA,Sino-Tibetan,116,25,Southeast Asia,S/SE Asia
1594,hal,Halang,Halang,"Halang, Halang",NA,NA,Bahnaric,Eastern Mon-Khmer,Austroasiatic,NA,Austroasiatic,107.5,14.5,Southeast Asia,S/SE Asia
1595,har,Harari,Harari,"Harari, Harari",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,42.17,9.25,Greater Abyssinia,Africa
1596,has,Haisla,Haisla,"Haisla, Haisla",NA,NA,NA,Kwakiutlan (North Wakashan),Wakashan,NA,Wakashan,-128.75,54,Alaska-Oregon,W N America
1597,hat,Haitian Creole,Haitian Creole,"Haitian Creole, Haitian Creole",NA,NA,NA,NA,Haitian Creole,NA,Haitian Creole,-72.5,19,Mesoamerica,C America
1598,hwc,Hawaiian Creole,Hawaiian Creole,"Hawaiian Creole, Hawaiian Creole",NA,NA,NA,NA,Hawaiian Creole,NA,Hawaiian Creole,-158,21.5,Oceania,NG and Oceania
1599,hay,Haya,Haya,"Haya, Haya",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,31.5,-2,S Africa,Africa
1600,hch,Huichol,Huichol,"Huichol, Huichol",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-104,22,Mesoamerica,C America
1601,heh,Hehe,Hehe,"Hehe, Hehe",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,36,-8,S Africa,Africa
1602,hei,Heiltsuk,Heiltsuk,"Heiltsuk, Heiltsuk",NA,NA,NA,Kwakiutlan (North Wakashan),Wakashan,NA,Wakashan,-127.5,52,Alaska-Oregon,W N America
1603,hem,Hemba,"Hemba, Luba","Hemba, Hemba, Luba",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,27.17,-6.25,S Africa,Africa
1604,her,Herero,Herero,"Herero, Herero",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,19,-20.58,S Africa,Africa
1605,hia,Lamang,Lamang,"Lamang, Lamang",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,13.58,11.25,African Savannah,Africa
1606,hid,Hidatsa,Hidatsa,"Hidatsa, Hidatsa",NA,NA,NA,NA,Siouan,NA,Siouan,-102.5,47,Basin and Plains,E N America
1607,hil,Hiligaynon,Hiligaynon,"Hiligaynon, Hiligaynon",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,123,10.25,Oceania,S/SE Asia
1608,hke,Hunde,Hunde,"Hunde, Hunde",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,28.83,-1.17,S Africa,Africa
1609,hla,Halia,"Halia, Halia (Haku), Halia (Selau)","Halia, Halia, Halia (Haku), Halia (Selau)",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,154.67,-5.25,Oceania,NG and Oceania
1610,hlb,Halbi,Halbi,"Halbi, Halbi",NA,NA,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,81,21,Indic,S/SE Asia
1611,hmr,Hmar,Hmar,"Hmar, Hmar",NA,NA,Kuki,Kukish (Mizo-Kuki-Chin),Sino-Tibetan,NA,Sino-Tibetan,93,24.17,Southeast Asia,S/SE Asia
1612,hni,Hani,Hani,"Hani, Hani",NA,Southern Loloish,Loloish,Lolo-Burmese,Sino-Tibetan,NA,Sino-Tibetan,103,23,Southeast Asia,S/SE Asia
1613,hnn,Hanunóo,Hanunóo,"Hanunóo, Hanunóo",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121.25,12.33,Oceania,S/SE Asia
1614,hoa,Hoava,Hoava,"Hoava, Hoava",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,157.5,-8.08,Oceania,NG and Oceania
1615,hoc,Ho,Ho,"Ho, Ho",NA,NA,NA,Munda,Austroasiatic,NA,Austroasiatic,86,22,Indic,S/SE Asia
1616,hoo,Holoholo,Holoholo,"Holoholo, Holoholo",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,29.92,-5.17,S Africa,Africa
1617,hre,Hre,Hre,"Hre, Hre",NA,NA,Bahnaric,Eastern Mon-Khmer,Austroasiatic,NA,Austroasiatic,108.67,14.67,Southeast Asia,S/SE Asia
1618,hss,Harsusi,Harsusi,"Harsusi, Harsusi",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,56.5,20,Greater Mesopotamia,W and SW Eurasia
1619,hto,Huitoto (Minica),Huitoto (Minica),"Huitoto (Minica), Huitoto (Minica)",NA,NA,NA,NA,Witotoan,Huitotoan,"Witotoan, Huitotoan",-74,-0.33,NE South America,S America
1620,hub,Huambisa,Huambisa,"Huambisa, Huambisa",NA,NA,NA,NA,Jivaroan,NA,Jivaroan,-78,-4,Andean,S America
1621,hup,Hupa,Hupa,"Hupa, Hupa",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-123.67,41.08,California,W N America
1622,huq,Tsat,Tsat,"Tsat, Tsat",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,109.5,18.25,Southeast Asia,S/SE Asia
1623,hur,Halkomelem,"Halkomelem, Chiliwack, Cowichan, Musqueam, Nanaimo.","Halkomelem, Halkomelem, Chiliwack, Cowichan, Musqueam, Nanaimo.",NA,South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-122.5,49.5,Alaska-Oregon,W N America
1624,huu,Huitoto (Murui),"Witoto (Murui),Huitoto (Murui)","Huitoto (Murui), Witoto (Murui),Huitoto (Murui)",NA,NA,NA,NA,Witotoan,Huitotoan,"Witotoan, Huitotoan",-73.5,-1,NE South America,S America
1625,huv,Huave (San Mateo del Mar),Huave (San Mateo del Mar),"Huave (San Mateo del Mar), Huave (San Mateo del Mar)",NA,NA,NA,NA,Huave,NA,Huave,-95,16.22,Mesoamerica,C America
1626,hux,Huitoto (Muinane),Huitoto (Muinane),"Huitoto (Muinane), Huitoto (Muinane)",NA,NA,NA,NA,Witotoan,Huitotoan,"Witotoan, Huitotoan",-71,-2.42,NE South America,S America
1627,hvn,Sawu,Sawu,"Sawu, Sawu",NA,NA,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121.92,-11.5,Oceania,NG and Oceania
1628,haw,Hawaiian,Hawaiian,"Hawaiian, Hawaiian",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,-155.5,19.58,Oceania,NG and Oceania
1629,iai,Iaai,"Iai , Yai, Iaai","Iaai, Iai , Yai, Iaai",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,166.58,-20.42,Oceania,NG and Oceania
1630,ian,Iatmul,Iatmul,"Iatmul, Iatmul",NA,NA,NA,Middle Sepik (Ndu),Sepik,NA,Sepik,143.25,-4.25,N Coast New Guinea,NG and Oceania
1631,iba,Iban,Iban,"Iban, Iban",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,112,2,Southeast Asia,S/SE Asia
1632,ibb,Ibibio,Ibibio,"Ibibio, Ibibio",NA,NA,NA,Cross River,Benue-Congo,NA,Benue-Congo,7.83,5.25,African Savannah,Africa
1633,ibd,Iwaidja,Iwaidja,"Iwaidja, Iwaidja",NA,NA,NA,NA,Iwaidjan,NA,Iwaidjan,132.67,-11.5,N Australia,Australia
1634,ibg,Ibanag,Ibanag,"Ibanag, Ibanag",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121.67,17.5,Oceania,S/SE Asia
1635,icl,Sign Language Icelandic,Sign Language Icelandic,"Sign Language Icelandic, Sign Language Icelandic",NA,NA,NA,NA,Sign Language Icelandic,NA,Sign Language Icelandic,-18,65,Europe,W and SW Eurasia
1636,idu,Idoma,Idoma,"Idoma, Idoma",NA,NA,NA,Idomoid,Benue-Congo,NA,Benue-Congo,7.5,6.92,African Savannah,Africa
1637,ifb,Ifugao (Batad),Ifugao (Batad),"Ifugao (Batad), Ifugao (Batad)",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121.08,16.83,Oceania,S/SE Asia
1638,ifm,Ifumu,"Ifumu, Telke","Ifumu, Ifumu, Telke",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,15.33,-3.67,S Africa,Africa
1639,igb,Ebira,Ebira,"Ebira, Ebira",NA,NA,NA,Nupoid,Benue-Congo,NA,Benue-Congo,7,8.17,African Savannah,Africa
1640,ige,Igede,Igede,"Igede, Igede",NA,NA,NA,Idomoid,Benue-Congo,NA,Benue-Congo,8.17,7,African Savannah,Africa
1641,ign,Ignaciano,"Ignaciano, Mojo, Moxo","Ignaciano, Ignaciano, Mojo, Moxo",NA,NA,NA,Bolivian,Arawakan,Maipurean,"Arawakan, Maipurean",-65.42,-15.17,NE South America,S America
1642,ihp,Iha,Iha,"Iha, Iha",NA,NA,NA,NA,West Bomberai,NA,West Bomberai,132.25,-2.92,N Coast New Guinea,NG and Oceania
1643,ilb,Ila,Ila Tonga,"Ila, Ila Tonga",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,26.5,-15.58,S Africa,Africa
1644,ilo,Ilocano,"Ilocano, Ilokano","Ilocano, Ilocano, Ilokano",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121,16,Oceania,S/SE Asia
1645,imi,Anamuxra,Anamuxra,"Anamuxra, Anamuxra",NA,NA,South Adelbert,Kalamic-South Adelbert,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145,-4.67,N Coast New Guinea,NG and Oceania
1646,inb,Inga,Inga,"Inga, Inga",NA,NA,NA,NA,Quechuan,NA,Quechuan,-77,1,Andean,S America
1647,ing,Degexit'an,Degexit'an,"Degexit'an, Degexit'an",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-160,62,Alaska-Oregon,W N America
1648,ins,Sign Language Indo-Pakistani (Indian dialects),Sign Language Indo-Pakistani (Indian dialects),"Sign Language Indo-Pakistani (Indian dialects), Sign Language Indo-Pakistani (Indian dialects)",NA,NA,NA,NA,Sign Language Indo-Pakistani (Indian dialects),NA,Sign Language Indo-Pakistani (Indian dialects),80,24,Indic,S/SE Asia
1649,iow,Oto,Oto,"Oto, Oto",NA,NA,NA,NA,Siouan,NA,Siouan,-96,40.5,Basin and Plains,E N America
1650,iqu,Iquito,Iquito,"Iquito, Iquito",NA,NA,NA,NA,Zaparoan,NA,Zaparoan,-74,-3.25,NE South America,S America
1651,irh,Irarutu,Irarutu,"Irarutu, Irarutu",NA,NA,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,NA,Austronesian,133.5,-3,N Coast New Guinea,NG and Oceania
1652,isd,Isnag,Isnag,"Isnag, Isnag",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121,18.25,Oceania,S/SE Asia
1653,ise,Sign Language Italian,Sign Language Italian,"Sign Language Italian, Sign Language Italian",NA,NA,NA,NA,Sign Language Italian,NA,Sign Language Italian,13,42,Europe,W and SW Eurasia
1654,isg,Sign Language Irish,Sign Language Irish,"Sign Language Irish, Sign Language Irish",NA,NA,NA,NA,Sign Language Irish,NA,Sign Language Irish,-7.5,53.5,Europe,W and SW Eurasia
1655,isi,Nkem,"Nkem, Nkem-Nkum","Nkem, Nkem, Nkem-Nkum",NA,NA,NA,Bantoid,Benue-Congo,NA,Benue-Congo,8.58,6.58,African Savannah,Africa
1656,isr,Sign Language Israeli,Sign Language Israeli,"Sign Language Israeli, Sign Language Israeli",NA,NA,NA,NA,Sign Language Israeli,NA,Sign Language Israeli,34.83,32,Greater Mesopotamia,W and SW Eurasia
1657,iso,Isoko,Isoko,"Isoko, Isoko",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,6.25,5.5,African Savannah,Africa
1658,its,Isekiri,Isekiri,"Isekiri, Isekiri",NA,NA,NA,Yoruboid,Benue-Congo,NA,Benue-Congo,5.5,5.67,African Savannah,Africa
1659,itv,Itawis,Itawis,"Itawis, Itawis",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,121.5,17.75,Oceania,S/SE Asia
1660,itz,Itzaj,"Itzaj, Itza","Itzaj, Itzaj, Itza",NA,NA,NA,Yucatecan,Mayan,NA,Mayan,-89.83,17,Mesoamerica,C America
1661,ium,Mien,Mien,"Mien, Mien",NA,NA,NA,NA,Miao-Yao,Hmong-Mien,"Miao-Yao, Hmong-Mien",111,25,Southeast Asia,S/SE Asia
1662,ivv,Ivatan,Ivatan,"Ivatan, Ivatan",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,122,20.5,Southeast Asia,S/SE Asia
1663,iwm,Iwam,Iwam,"Iwam, Iwam",NA,NA,NA,Iwamic,Sepik,NA,Sepik,142,-4.33,N Coast New Guinea,NG and Oceania
1664,ixc,Ixcatec,Ixcatec,"Ixcatec, Ixcatec",NA,NA,NA,Popolocan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.17,17.83,Mesoamerica,C America
1665,ixi; ixj; ixl,Ixil,Ixil,"Ixil, Ixil",NA,NA,Mamean,Quichean-Mamean (Eastern Maya),Mayan,NA,Mayan,-91,15.5,Mesoamerica,C America
1666,izh,Izhor,"Izhor, Ingrian","Izhor, Izhor, Ingrian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,29,59,Inner Asia,N-C Asia
1667,izi,Izi,Izi,"Izi, Izi",NA,NA,NA,Igboid,Benue-Congo,NA,Benue-Congo,8,6.33,African Savannah,Africa
1668,jaa,Jamamadi,Jamamadi,"Jamamadi, Jamamadi",NA,NA,NA,NA,Arawan,Arauan,"Arawan, Arauan",-67,-7.5,NE South America,S America
